"name","cas","dcb","code","pharmacy"
mica iluminadora dourada,,,"9531",c
mica iluminadora red,,,"9532",c
mica ilumnadora violet,,,"9535",c
mica prata,,,"13883",b
mica rosa,,,"2815",b
micellage agua micelar,,,"9394",c
miconazol,"22832877","05929","54859",a
miconazol,,,"54859",b
miconazol nitrato **,,"05929","6816",c
micro silver bg(midelt),,,"10710",b
microbiomex,,,"8901",c
microbiomex,,,"13090",b
microbiox,,,"9421",b
microbiox (galena) acabou,"659405","04629","7922",a
microcel,"9004346","09371","8419",a
microesferas azuis,,,"34538",b
microesferas azuis acabou,,,"4745",a
microesferas poliet br,,,"50623",b
microesferas poliet branca,,,"50623",a
microesponjas de retinol,,,"6826",c
microglobulos inertes,,,"10240",b
microsilver(midelt),,,"12046",b
microsporum canis homeo,,,"10384",b
microsporum gypseum homeo,,,"13613",b
midazolam,"59467968","05938","2238",b
midazolam maleato,"59467946","05939","5252",c
mielina homeo,,,"12461",b
milho homeo,,,"12833",b
milkweed floral (cal),,,"7085",b
millefolium floral (mg),,,"6852",b
millefolium tm,,,"6494",b
mimosa floral (mg),,,"6854",b
mimozinha floral (sg),,,"6744",b
mimulus *,,,"5683",c
mimulus fl - bach,,,"31987",a
mimulus floral (bach),,,"52644",b
minimizing (biodiversite),,,"13569",b
miniporyl,,,"11255",c
miniporyl acabou,"2568334",,"12061",a
minociclina hcl,"13614987","05977","8138",a
minoxidil 1/100 interno,,,"12659",b
minoxidil base,,,"10613",c
minoxidil base,,,"54768",b
minoxidil base p/ espumil,"38304915","05980","54768",a
minoxidil mono sulfato externo,"83701228",,"13630",a
minoxidil sulfato,"2128251272","09761","5212",a
minoxidil sulfato,,"05980","7122",c
minyporil,,,"11424",b
miocardio homeo,,,"6707",b
miodesin,,,"13392",a
miodesin,,,"12643",b
mioquiron,,,"9637",c
mirabegron,,,"11468",c
mirabergon,,,"13233",b
mirabilis homeo,,,"13922",b
miracle,,,"11957",b
miristato isopropila,,,"54770",b
mirtazapina,,"06000","2576",b
mirtazapina,"85650528","06000","21009",a
mit burn,,,"11660",c
mit burn (biodiversite) acabou,,,"13586",a
mitburn,,,"14840",b
mix capuccino,,,"14702",b
mix de tocoferois,,,"12095",c
mix right 10 e 12 gr,,,"12111",c
mix right 15 gr,,,"12119",c
mix right 7gr senior,,,"12120",c
mix right sem sabor,,,"12121",c
mixed fruit acid,,,"7912",b
modukine,,,"3140",b
modulex saccharum off,,,"14380",b
modulip,,,"9396",b
modulip cg,,,"9251",a
modulip gc,,,"7073",c
mofo ho,,,"11096",c
mofo homeo,,,"7598",b
moleculare,,,"11413",b
moleculare acabou,,,"12228",a
"molibdenio quelato 0,2%",,,"6942",c
molibidenio metalosate,,,"19562",b
molibidenio quelado,,,"19562",a
momordica floral (mg),,,"6856",b
mono-sgc  base efervescente,,,"615",b
montainpennyroyal,,,"5147",b
montelucaste,"151767021","09500","21026",a
montelucaste(valdequimica),,,"11870",b
monterey floral (sg),,,"6745",b
morgan pure homeo,,,"14435",b
moringa oleifera,,,"11232",b
moringa oleifera ext seco,,,"6704",c
mormodica floral (mg),,,"8403",b
morning glory floral (cal),,,"7086",b
morosil,"84012282",,"7667",a
morosil,,,"8589",b
morosil,,,"7074",c
morus nigra tm ,,,"6496",b
moschus,,,"5848",c
moschus homeo,,,"6710",b
mostrat (fagron),,,"12780",b
mountain devil floral (aus),,,"7268",b
mountain pennyroyal floral-cal,,,"7087",b
mountain pride,,,"3488",b
mountain pride,,,"4515",b
mountain pride floral (cal),,,"7088",b
mousse limpeza,,,"13424",b
mousse limpeza p/ acidos,,,"14699",b
move,,,"10481",b
move,,,"6560",c
move,,,"9625",a
msm,"67710",,"5637",a
msm,,,"65377",b
msm,"67710",,"5408",c
mucosa gastroduodenal homeo,,,"7564",b
mucosa intestinal homeo,,,"7570",b
mucosa vesical homeo,,,"14845",b
mucosave food,,,"12663",b
mucuna pluriens,,,"3168",b
mucuna pruriens,,,"38488",a
mucuna pruriens extrato seco,,,"4302",c
mugwort floral (cal),,,"7089",b
mulla mulla floral (aus),,,"7269",b
mullein floral (cal),,,"7090",b
multi fruit acid 19/07/21,,,"1652",a
mulungu,,,"66795",b
mulungu ext seco,,,"6934",c
mulungu ext seco,,,"42889",a
mulungu homeo,,,"11966",b
mulungu tintura,,,"6259",c
mulungu tm,,,"6441",b
mupirocina veterinario,"12650690","06150","12273",a
musculo cardiaco homeo,,,"14879",b
musculo estriado homeo,,,"6723",b
musculo extensor homeo,,,"14725",b
musculo liso homeo,,,"7544",b
musculo ocular homeo,,,"7574",b
musculo total homeo,,,"14799",b
muscus clavatum homeo,,,"4014",b
mushroom chitosan,,,"11009",c
mustard *,,,"4651",c
mustard fl - bach,,,"67866",a
mustard floral (bach),,,"56730",b
mygrafew,,,"66928",b
myokiron,,,"13232",b
myosotis arvensi ho,,,"5728",c
myosotis floral (mg),,,"6857",b
myrica cerifera homeo,,,"6705",b
myristica sebifera homeo,,,"8526",b
myrtillin,,,"8355",a
myrtus  floral (sg),,,"7399",b
n acetil cisteina,"616911","00067","6726",c
n acetil d glucosamina,,,"9611",c
n acetil d glucosamina,,,"10478",b
n acetil d glucosamina (sob en,,,"13446",a
n acetil hidroxiprolin,,,"50039",a
n acetil l cisteina,"616911","00067","4285",a
n acetil l tirosina,,,"12431",b
n acetilcisteina,,,"4285",b
n acetilcisteina homeo,,,"15442",b
nadh,"53849","06166","3203",a
nadh,,,"72242",b
nadh *,,,"6682",c
naja tripudians,,,"5738",c
naltrexona cloridrato,"16676292","06213","6659",c
naltrexona hcl,"016676292","06213","60775",a
naltrexone,"16676292","06213","4792",b
naltrexone dil 1/10,,,"4936",b
nandrolona decanoato,"360703","06219","7369",b
nano ac kojico,,,"14677",b
nano acnol (nanocelticals),,,"14870",b
nano celulitech,,,"8907",c
nano celuxyl,,,"14681",b
nano delicate,,,"9042",c
nano lpd-s lightening acabou,,,"9691",a
nano luminous eyes(nanovetores,,,"11554",b
nano melaleuca,,,"14092",b
nano melaleuca,,,"9041",c
nano nails,,,"6907",c
nano nails,,,"12532",b
nano oil control (organic),,,"14085",b
nano pearl golden blue,,,"14915",b
nano pearls acido hialuronico,,,"14911",b
nano perolas vit c,,,"14347",b
nano resveratrol,,,"8043",c
nano t growth,,,"10653",c
nano tech c,,,"14675",b
nano tgp-2 peptideo,,,"8246",b
nano thioglycolic acid,,,"10591",b
nano trexanico,,,"11915",c
nano up lift,,,"10654",c
nano uplift,,,"12291",b
nano vits rv lv,,,"11817",b
nanocare fiber,,,"14685",b
nanofactor c,,,"8168",b
nanokojico(infinitypharma),,,"12505",b
nanoshine(biotec),,,"9437",b
nanospheras vit c,,,"1428",b
nanovetor coenzima q10,,,"9826",c
nanovetor vitamina c,,,"5127",c
naproxen,,,"71018",b
naproxeno base,"22204531","06233","71018",a
naproxeno base **,,"06233","6787",c
nasalan,,,"5533",c
nasalan (fagron),,,"10429",b
nasonex isoterapico homeo,,,"14122",b
nasturtium floral (cal),,,"7091",b
nasturtium officinale tm,,,"8594",b
naticide,,,"10123",c
natoquinase acabou,"9014011",,"12524",a
natrium sulfuricum homeo,,,"6044",b
natrosol,,,"1661",b
natrosol po acabou,"9004620","04723","1661",a
natrum arsenicosum homeo,,,"9990",b
natrum carbonicum ho,,,"4594",c
natrum carbonicum homeo,,,"9814",b
natrum fluoricum homeo,,,"7009",b
natrum iodatum homeo,,,"6726",b
natrum muriaticum ho,,,"4597",c
natrum muriaticum homeo,,,"3333",b
natrum nitricum homeo,,,"10553",b
natrum phosphoricum ho,,,"4486",c
natrum sulfuricum ho,,,"4487",c
nattokinase,,,"8545",b
nebivolol base,"99200096","06255","12379",a
neomicina sulfato,"1405103","06284","54938",b
neomicina sulfato (topico),"1405103","06284","54938",a
neopuntia,,,"5949",b
nervo auditivo homeo,,,"7014",b
nervo ciatico homeo,,,"7016",b
nervo oculo motor homeo,,,"13899",b
nervo optico homeo,,,"7019",b
nervo total homeo,,,"9853",b
nervo total homeo,,,"7022",b
net fs,,,"15088",b
net fs,,,"5509",c
neuravena,,,"10962",b
neuravena,,,"7126",c
neuro psicare,,,"13934",b
neurolight,,,"9359",c
neurolight,,,"10764",b
neutracolor n.02  acabou,,,"32149",a
neutracolor n.3 pele morena cl,,,"8794",a
neutracolor vitacolor,,,"13253",b
neutrex,,,"14305",b
neutrex,,,"9650",c
niacina,"59676","00296","5170",c
niacinamida pc,,,"14750",b
niagen,,,"11905",b
niagen,,,"5984",c
niagen sob enc,"23111004",,"11480",a
nicociana floral (mg),,,"6858",b
nicotab,,,"10616",c
nicotiana floral (cal),,,"7094",b
nicotina homeo,,,"7427",b
nicotinamida,"98920","06346","5498",c
nicotinamida,"98920","06346","54951",a
nicotinamida,,,"54951",b
nicotinamida homeo,,,"7428",b
nicotinato de inositol,,,"11737",b
nicotinato de metila,,,"40538",b
nicotinato inositol sob enc,"65561102","00301","21060",a
nicotinato metila,"93607","00299","1892",a
nicotinum ho,,,"5949",c
nifedipina,,,"67040",b
nifedipina,"21829254","06352","67040",a
nigella sativa,,,"14833",b
nikkol vc ip,,,"11349",b
nikkol vc-ip,,,"11061",c
nikkol vc-ip,"183476826",,"8257",a
nimesulida **,,"06391","6964",c
nimesulide,,,"17735",b
nimesulide,"51803782","06391","17735",a
nimodipina,,,"70555",b
nimodipina,"66085594","06394","2507",a
nipagim,"99763","05809","54963",a
nipagim,,,"54963",b
nipazol,"94133","07461","54975",a
nipazol,,,"54975",b
nistatina,"1400619","06410","54987",b
nistatina,"1400619","06410","54987",a
nitrato de sodio (labsynth),,,"14831",b
nitrato estroncio,,,"76922",b
nitrato estroncio acabou,,,"7514",a
nitrato isoconazol,,,"67222",b
nitrato prata,"7761888","06427","55001",a
nitrato sodio,,,"55104",a
nitricum acidum,,,"3247",b
nitrofurantoina,"67209","06438","55098",a
no pigmerin,,,"12126",a
nocturshape,,,"11596",b
nodema,,,"6328",c
nogueira tm,,,"57319",b
nonychosine v,,,"3183",b
nonychosine v acabou,,,"32148",a
noopept,,,"12930",b
noopept,,,"11713",c
nopigmerin,,,"12435",b
nopigmerin,,,"9231",c
noretisterona   1/100,,,"5565",b
noretisterona acet.,"51989","06492","73945",a
noretisterona base,,,"73945",b
noretisterona base acabou,"68224","06491","10385",a
northern lady's slipper (ala),,,"12103",b
northern lights,,,"13797",b
nortriptilina,"894713","06524","65274",b
nortriptilina hcl,"894713","06524","65274",a
norvalina,,,"10322",b
norvaline,"6600404",,"4214",c
nosodio homeo,,,"12517",b
nostra base equilibrium,,,"9061",b
nostrabase facility(pharmanost,,,"8952",b
nothern twayblade fl alaska,,,"14367",b
nourivan antiox,,,"8275",b
nourivan antiox acabou,,,"10316",a
novata bbc,,,"65882",b
novocaina,,,"55049",b
nozes homeo,,,"15032",b
nucleotides,,,"10445",c
nucleotides uso ext,,,"11703",b
nuflex-3,,,"14557",b
nuphar luteum ho,,,"10998",c
nuphar luteum homeo,,,"14124",b
nutelin,,,"9028",c
nutricolim,,,"9248",b
nutricolin,"10193369",,"8137",a
nutricolin,,,"6748",c
nutriomega,,,"9613",c
nutriomega 3679,,,"13381",a
nutripeptides gr uso externo,,,"1679",b
nutrisking uso externo,,,"707",b
nutrosa,,,"11518",b
nuvem silicone,,,"2216",b
nux vomica ho,,,"4525",c
nux vomica homeo,,,"6046",b
nux vomica tm,,,"3054",b
o.d.a.white,,,"3859",b
o2 hair,,,"11975",c
o2 hair,,,"10640",b
oak *,,,"5292",c
oak fl - bach,,,"34060",a
oak floral (bach),,,"54940",b
oat biobeads,,,"11583",c
oat lipid,,,"12433",b
oat lipid,,,"10506",c
ocibest,,,"14693",b
ocimum canum tm,,,"6502",b
ocitocina,,,"5315",b
ocitocina 1/10000 ext,,,"12787",b
ocitocina dil 1/100,,,"5378",b
ocitocina dil 1/1000,,,"10810",b
ocitocina homeo,,,"14634",b
ocitocina p/ caps 1:100,,,"5540",c
ocitocina pura,"50566","06549","7118",c
oclacitinib maleato (vet),,,"12698",a
octopirox,,,"72795",b
octopirox,"68890664",,"72795",a
octopirox olamina,,,"5051",c
oea,,,"12215",b
oea,,,"11298",c
oenanthe apiifolia homeo,,,"6714",b
oenanthe crocata homeo,,,"6712",b
ol abacate,"8024326",,"3498",a
ol abacate,,,"68081",b
ol acai,,,"2365",b
ol amendoas doce,,,"55153",b
ol amendoas doce,"8007690","11282","55153",a
ol avela,,,"12171",b
ol calendula,,,"25847",b
ol calendula acabou,"70892205",,"25847",a
ol camomila,,,"56315",b
ol coco,,,"55190",b
ol coco,,,"9162",a
ol copaiba,,,"55207",b
ol cravo,,,"41660",b
ol cravo,"97530","03763","41660",a
ol de apricot,,,"66473",b
ol de argan,,,"3587",a
ol de copaiba,,,"3675",a
ol de oregano (florien),,,"12563",b
ol ess alecrim,,,"11176",b
ol ess bergamota sob en,"8007758",,"52735",a
ol ess grate fruit,,,"974",b
ol ess hortela/menta,,,"10987",b
ol ess lavanda,,,"12311",a
ol ess lemon grass wnf,,,"13349",b
ol ess menta piperita acabou,,,"4988",a
ol essencial laranja,,,"12059",b
ol eucalipto citrodora,,,"55219",b
ol framboesa,,,"2698",b
ol framboesa acabou,"84929760",,"38079",a
ol geranio,,,"14910",b
ol gergelim,,,"46383",b
ol germe trigo,,,"62315",b
ol girassol,"8001216","10829","20746",a
ol girassol,,,"20746",b
ol jojoba,,,"55270",b
ol lavanda we,,,"56339",b
ol linhaca,,,"55347",b
ol macadamia,,,"22810",b
ol macadamia acabou,"129811194",,"22810",a
ol maracuja,,"10465","99991",a
ol maracuja,,,"66497",b
ol melaleuca,"68647734",,"1392",a
ol melaleuca,,,"65742",b
ol oliva,"8001250","09472","60380",a
ol oliva,,,"60380",b
ol primula,,,"76661",b
ol primula,,,"76661",a
ol ricino,,,"55293",b
ol rosa mosqueta,"84603930",,"55300",a
ol rosa mosqueta,,,"55300",b
ol semente abobora,,,"11040",b
ol silicone 200/350,,,"42770",a
ol silicone volatil,,,"218",b
ol uva,,,"55335",b
ol uva,,,"55335",a
olanzapina,"132539061","06580","4521",b
olanzapina dil 1:10,,,"4643",b
old man banksia floral (aus),,,"7270",b
oleo andiroba,,,"12608",a
oleo citronela,,,"8290",b
oleo de abacate,,,"5736",c
oleo de abobora,,,"4135",c
oleo de amendoas doce,,,"6831",c
oleo de amendoim,,,"6225",c
oleo de andiroba,,,"6952",c
oleo de argam,,,"5256",b
oleo de borage,,,"9549",b
oleo de borage encap. 01/08/21,,,"13015",a
oleo de coco em po,,,"12227",b
oleo de coco liquido,,,"9025",c
oleo de copaiba **,,,"6844",c
oleo de cravo *,,,"6444",c
oleo de framboesa *,,,"6977",c
oleo de girassol uso externo,,,"6993",c
oleo de girassol uso interno,,,"11345",c
oleo de lavanda fornecedor,,,"8908",c
oleo de macadamia,,,"5192",c
oleo de melaleuca,,,"6679",c
oleo de oliva,,,"5579",c
oleo de primula 500mg  encap,,,"13237",a
oleo de ricino,,,"7441",a
oleo de rosa mosqueta,,,"6933",c
oleo de semente de uva,,,"4153",c
oleo de silicone,,,"4320",c
oleo de silicone,,,"55311",b
oleo ess  eucalipto glob,,,"6494",c
oleo ess  melaleuca fornecedor,,,"11665",c
oleo ess alecrim acabou,,,"7883",a
oleo ess cedro,,,"11740",c
oleo ess citronela,,,"4264",c
oleo ess cravo folha,,,"11676",c
oleo ess de canela,,,"11671",c
oleo ess grapefruit acabou,,,"6022",a
oleo ess lemongrass,,,"9997",c
oleo ess limao siciliano,,,"11664",c
oleo ess menta piperita,,,"5417",c
oleo ess sandalo,,,"11741",c
oleo ess zimbro,,,"11739",c
oleo ess. de citronela,,,"755",a
oleum jecoris aselli homeo,,,"9265",b
oli ol,,,"6641",c
oli ola,,,"6532",c
oli ola (nexira health),"84012271",,"3906",a
oli-ola,,,"5712",b
oligo ha,,,"13555",b
oligomix,,,"347",b
oligomix (politechno) acabou,,,"11075",a
oliva de fatima (sg),,,"11081",b
oliva hidroxitirosol,,,"8337",c
olive fl - bach,,,"33406",a
olive floral (bach),,,"7004",b
olive*,,,"5639",c
olivem 300 biovital,,,"9665",c
olix 95%,,,"15016",b
olmesartan,,,"4891",b
olmesartan,,,"11515",a
omega 3  po,,,"5632",a
omega 3 para liquido acabou,,,"36316",a
omega 3 po,,,"8945",b
omega 3 po,,,"6793",c
omega plus,,,"8808",b
omeprazol,,,"2288",b
"omeprazol 8,5%","73590586","06602","2288",a
omeprazol pellets,,"06602","6781",c
omeprazol po associado,,,"1467",a
ondansetrona,,,"4696",b
onosmodium ho,,,"11000",c
onosmodium virginianum homeo,,,"10026",b
onymyrre,,,"10955",b
onymyrrhe   acabou,,,"1391",a
oophorinum homeo,,,"4215",b
opala powder,,,"5621",b
opala powder acabou,,,"1468",a
opextan,,,"6616",c
opium poppy,,,"11048",b
opt zinc (zma) acabou,,,"12041",a
optimsm,,,"14044",b
optiphen,,,"5398",c
opuntia ficus ext seco,,,"5789",c
opuntia ficus indica,,,"12360",b
opuntia ficus indica ext,,,"10513",a
oralpack  1 ml,,,"12596",a
oralpack  3 ml,,,"12597",a
oralpack  5 ml,,,"32783",a
oralpack 10 ml,,,"5569",a
oregano ext seco,,,"14075",b
oregon grape floral (cal),,,"7098",b
orellana floral (mg),,,"6860",b
orfenadrina *,,,"6855",c
orfenadrina citrato,"4682364","06630","8665",a
orgasol caresse,,,"9020",b
origanum floral (mg),,,"6861",b
origanum majorana tm,,,"6642",b
origanum vulgare tm,,,"6505",b
orlistat,,,"3131",b
orlistat po,"96829582","06635","7065",c
orlistate,"96829582","06635","21112",a
ornitina,,,"55426",b
ornitina hcl sob enc,"3184132","06643","55426",a
orotab diet,,,"12124",b
orotab diet sem sabor,,,"5542",c
orotato potassio acabou,"24598730","00309","55372",a
oscilococcinum ho,,,"11040",c
oscilococcinum homeo,,,"6047",b
osmium metallicum homeo,,,"6510",b
osso total homeo,,,"7028",b
ostarina,,,"5684",c
ostarine,,,"12589",b
osteoartrite nosodio homeo,,,"7029",b
osteosil,,,"5594",b
osteosil biotec,,,"1472",a
otite nosodio homeo,,,"10096",b
otodectes cynoti homeo,,,"13814",b
otz 10 acabou,,,"11076",a
otz-10,,,"5696",b
ouro homeo,,,"13207",b
ouvido interno homeo,,,"11965",b
ouvido medio homeo,,,"13205",b
ouvido total homeo,,,"13812",b
ovario homeo,,,"3020",b
over night repair,,,"13366",b
over nigth repair,,,"9614",c
ovulo de gelatina,,,"8967",b
ovulo leo,,,"10161",c
ox eye daisy (pacifico),,,"14328",b
oxalato de calcio homeo,,,"14827",b
oxandrolona,"53394","06677","55438",a
oxandrolona,"53394","06677","6583",c
oxandrolona,"53394","06677","55438",b
oxandrolona dil 1/10,,,"3911",b
oxibutinina *,,,"5230",b
oxibutinina cloridrato,,"06711","6576",c
oxibutinina diluida1/10,,,"5626",b
oxibutinina hcl,"1508652","06711","5230",a
oxido de magnesio,,,"3956",c
oxido de zinco,,,"6991",c
oxido magnesio,"1309484","06728","50520",a
oxido magnesio,,,"50520",b
oxido zinco micr topico,,,"632",b
oxido zinco micronizado,"1314132","06730","5458",a
oximetazolina hcl,,,"15017",b
oximetolona,"434071","06750","13111",b
oxitetraciclina base acabou,"6153646","06764","9066",a
oxycoa,,,"3496",b
p refinyl acabou,"90063404",,"11187",a
paba,"150130","00098","50246",a
paconia off,,,"3069",b
padenactive nutry,,,"5519",b
padinactive nutri,,,"4165",c
padnactive nutri,,,"7595",a
paeonia officinalis ho,,,"4528",c
paeonia officinalis homeo,,,"6508",b
paeonia officinalis tm,,,"6507",b
palatinose,,,"9511",b
palatinose,,,"6621",c
palatinose sob encomenda,,,"9846",a
palato duro homeo,,,"14422",b
palato mole homeo,,,"14421",b
palladium homeo,,,"8040",b
palmitato ascorbila,,,"12621",b
palmitato ascorbila,"137666","137666","23431",a
panax ginseng,,,"80706",b
panax ginseng ext seco,,,"13393",a
pancreas homeo,,,"6118",b
pancreatina,,"06811","6690",c
pancreatina,,,"55451",b
pancreatina ativada,,,"8408",a
pancreatina p/ caps,"8049476","06811","55451",a
pancreatinum homeo,,,"6511",b
pango homeo,,,"13047",b
panicum floral (sg),,,"3364",b
pantescal,,,"12844",b
pantoprazol pellets,,,"1131",b
pantoprazol pellets 15%,"164579322","09514","37359",a
"pantoprazol pellets feq 1,13",,"09514","6647",c
pantoprazol po,"138786671","06819","2508",a
"pantoprazol po feq 1,13",,,"8245",c
pantoprazol sodico po,,,"2480",b
pantotenato calcio,,,"55463",b
pantotenato de calcio,,,"5654",c
pantotenato de calcio,"137086","00317","55463",a
papaina,,,"55888",b
papaina,"9001734","06821","4063",c
papaina,"9001734","06821","55888",a
papaverina,,,"55475",b
papaverina,,,"7034",c
papaverina hcl,"61256","06823","55475",a
papaya floral (cal),,,"7100",b
papel indicador ph,,,"8319",b
paper birch alaska,,,"13799",b
